county,precinct,office,district,party,candidate,votes
Duchesne,RO72,U.S. Senate,,Republican,Mike Lee,148
Duchesne,RO81,U.S. Senate,,Democratic,Misty Snow,18
Duchesne,RO81,U.S. Senate,,Independent,Bill Barron,0
Duchesne,RO81,U.S. Senate,,Independent American,Stoney Fonua,3
Duchesne,RO81,U.S. Senate,,Republican,Mike Lee,223
Duchesne,RO82,U.S. Senate,,Democratic,Misty Snow,13
Duchesne,RO82,U.S. Senate,,Independent,Bill Barron,1
Duchesne,RO82,U.S. Senate,,Independent American,Stoney Fonua,3
Duchesne,RO82,U.S. Senate,,Republican,Mike Lee,87
Duchesne,RO91,U.S. Senate,,Democratic,Misty Snow,0
Duchesne,RO91,U.S. Senate,,Independent,Bill Barron,0
Duchesne,RO91,U.S. Senate,,Independent American,Stoney Fonua,0
Duchesne,RO91,U.S. Senate,,Republican,Mike Lee,3
Duchesne,RO92,U.S. Senate,,Democratic,Misty Snow,0
Duchesne,RO92,U.S. Senate,,Independent,Bill Barron,1
Duchesne,RO92,U.S. Senate,,Independent American,Stoney Fonua,0
Duchesne,RO92,U.S. Senate,,Republican,Mike Lee,11
Duchesne,TA11,U.S. Senate,,Democratic,Misty Snow,13
Duchesne,TA11,U.S. Senate,,Independent,Bill Barron,7
Duchesne,TA11,U.S. Senate,,Independent American,Stoney Fonua,3
Duchesne,TA11,U.S. Senate,,Republican,Mike Lee,203
Duchesne,TA12,U.S. Senate,,Democratic,Misty Snow,2
Duchesne,TA12,U.S. Senate,,Independent,Bill Barron,9
Duchesne,TA12,U.S. Senate,,Independent American,Stoney Fonua,1
Duchesne,TA12,U.S. Senate,,Republican,Mike Lee,45
Duchesne,AL11,U.S. House,1,Republican,Rob Bishop,255
Duchesne,AL11,U.S. House,1,Libertarian,Craig Bowden,14
Duchesne,AL11,U.S. House,1,Independent,Chadwick Fairbanks,9
Duchesne,AL11,U.S. House,1,Democratic,Peter Clemens,18
Duchesne,AL12,U.S. House,1,Republican,Rob Bishop,59
Duchesne,AL12,U.S. House,1,Libertarian,Craig Bowden,2
Duchesne,AL12,U.S. House,1,Independent,Chadwick Fairbanks,2
Duchesne,AL12,U.S. House,1,Democratic,Peter Clemens,8
Duchesne,AR11,U.S. House,1,Republican,Rob Bishop,97
Duchesne,AR11,U.S. House,1,Libertarian,Craig Bowden,10
Duchesne,AR11,U.S. House,1,Independent,Chadwick Fairbanks,3
Duchesne,AR11,U.S. House,1,Democratic,Peter Clemens,20
Duchesne,BB11,U.S. House,1,Republican,Rob Bishop,240
Duchesne,BB11,U.S. House,1,Libertarian,Craig Bowden,12
Duchesne,BB11,U.S. House,1,Independent,Chadwick Fairbanks,7
Duchesne,BB11,U.S. House,1,Democratic,Peter Clemens,19
Duchesne,BB21,U.S. House,1,Republican,Rob Bishop,106
Duchesne,BB21,U.S. House,1,Libertarian,Craig Bowden,5
Duchesne,BB21,U.S. House,1,Independent,Chadwick Fairbanks,0
Duchesne,BB21,U.S. House,1,Democratic,Peter Clemens,8
Duchesne,CE11,U.S. House,1,Republican,Rob Bishop,224
Duchesne,CE11,U.S. House,1,Libertarian,Craig Bowden,9
Duchesne,CE11,U.S. House,1,Independent,Chadwick Fairbanks,5
Duchesne,CE11,U.S. House,1,Democratic,Peter Clemens,33
Duchesne,DU11,U.S. House,1,Republican,Rob Bishop,219
Duchesne,DU11,U.S. House,1,Libertarian,Craig Bowden,13
Duchesne,DU11,U.S. House,1,Independent,Chadwick Fairbanks,2
Duchesne,DU11,U.S. House,1,Democratic,Peter Clemens,20
Duchesne,DU12,U.S. House,1,Republican,Rob Bishop,243
Duchesne,DU12,U.S. House,1,Libertarian,Craig Bowden,16
Duchesne,DU12,U.S. House,1,Independent,Chadwick Fairbanks,4
Duchesne,DU12,U.S. House,1,Democratic,Peter Clemens,13
Duchesne,DU21,U.S. House,1,Republican,Rob Bishop,177
Duchesne,DU21,U.S. House,1,Libertarian,Craig Bowden,12
Duchesne,DU21,U.S. House,1,Independent,Chadwick Fairbanks,4
Duchesne,DU21,U.S. House,1,Democratic,Peter Clemens,26
Duchesne,DU22,U.S. House,1,Republican,Rob Bishop,280
Duchesne,DU22,U.S. House,1,Libertarian,Craig Bowden,13
Duchesne,DU22,U.S. House,1,Independent,Chadwick Fairbanks,8
Duchesne,DU22,U.S. House,1,Democratic,Peter Clemens,25
Duchesne,FR11,U.S. House,1,Republican,Rob Bishop,139
Duchesne,FR11,U.S. House,1,Libertarian,Craig Bowden,10
Duchesne,FR11,U.S. House,1,Independent,Chadwick Fairbanks,5
Duchesne,FR11,U.S. House,1,Democratic,Peter Clemens,50
Duchesne,FR21,U.S. House,1,Republican,Rob Bishop,43
Duchesne,FR21,U.S. House,1,Libertarian,Craig Bowden,8
Duchesne,FR21,U.S. House,1,Independent,Chadwick Fairbanks,3
Duchesne,FR21,U.S. House,1,Democratic,Peter Clemens,10
Duchesne,MH11,U.S. House,1,Republican,Rob Bishop,368
Duchesne,MH11,U.S. House,1,Libertarian,Craig Bowden,13
Duchesne,MH11,U.S. House,1,Independent,Chadwick Fairbanks,6
Duchesne,MH11,U.S. House,1,Democratic,Peter Clemens,37
Duchesne,MY11,U.S. House,1,Republican,Rob Bishop,171
Duchesne,MY11,U.S. House,1,Libertarian,Craig Bowden,9
Duchesne,MY11,U.S. House,1,Independent,Chadwick Fairbanks,3
Duchesne,MY11,U.S. House,1,Democratic,Peter Clemens,25
Duchesne,MY12,U.S. House,1,Republican,Rob Bishop,103
Duchesne,MY12,U.S. House,1,Libertarian,Craig Bowden,4
Duchesne,MY12,U.S. House,1,Independent,Chadwick Fairbanks,8
Duchesne,MY12,U.S. House,1,Democratic,Peter Clemens,18
Duchesne,NE11,U.S. House,1,Republican,Rob Bishop,239
Duchesne,NE11,U.S. House,1,Libertarian,Craig Bowden,6
Duchesne,NE11,U.S. House,1,Independent,Chadwick Fairbanks,2
Duchesne,NE11,U.S. House,1,Democratic,Peter Clemens,24
Duchesne,NE21,U.S. House,1,Republican,Rob Bishop,213
Duchesne,NE21,U.S. House,1,Libertarian,Craig Bowden,9
Duchesne,NE21,U.S. House,1,Independent,Chadwick Fairbanks,2
Duchesne,NE21,U.S. House,1,Democratic,Peter Clemens,29
Duchesne,RO12,U.S. House,1,Republican,Rob Bishop,145
Duchesne,RO12,U.S. House,1,Libertarian,Craig Bowden,13
Duchesne,RO12,U.S. House,1,Independent,Chadwick Fairbanks,5
Duchesne,RO12,U.S. House,1,Democratic,Peter Clemens,33
Duchesne,RO21,U.S. House,1,Republican,Rob Bishop,33
Duchesne,RO21,U.S. House,1,Libertarian,Craig Bowden,2
Duchesne,RO21,U.S. House,1,Independent,Chadwick Fairbanks,1
Duchesne,RO21,U.S. House,1,Democratic,Peter Clemens,1
Duchesne,RO22,U.S. House,1,Republican,Rob Bishop,285
Duchesne,RO22,U.S. House,1,Libertarian,Craig Bowden,8
Duchesne,RO22,U.S. House,1,Independent,Chadwick Fairbanks,5
Duchesne,RO22,U.S. House,1,Democratic,Peter Clemens,41
Duchesne,RO32,U.S. House,1,Republican,Rob Bishop,154
Duchesne,RO32,U.S. House,1,Libertarian,Craig Bowden,8
Duchesne,RO32,U.S. House,1,Independent,Chadwick Fairbanks,9
Duchesne,RO32,U.S. House,1,Democratic,Peter Clemens,33
Duchesne,RO41,U.S. House,1,Republican,Rob Bishop,327
Duchesne,RO41,U.S. House,1,Libertarian,Craig Bowden,8
Duchesne,RO41,U.S. House,1,Independent,Chadwick Fairbanks,3
Duchesne,RO41,U.S. House,1,Democratic,Peter Clemens,27
Duchesne,RO42,U.S. House,1,Republican,Rob Bishop,135
Duchesne,RO42,U.S. House,1,Libertarian,Craig Bowden,12
Duchesne,RO42,U.S. House,1,Independent,Chadwick Fairbanks,3
Duchesne,RO42,U.S. House,1,Democratic,Peter Clemens,28
Duchesne,RO51,U.S. House,1,Republican,Rob Bishop,124
Duchesne,RO51,U.S. House,1,Libertarian,Craig Bowden,6
Duchesne,RO51,U.S. House,1,Independent,Chadwick Fairbanks,4
Duchesne,RO51,U.S. House,1,Democratic,Peter Clemens,12
Duchesne,RO52,U.S. House,1,Republican,Rob Bishop,254
Duchesne,RO52,U.S. House,1,Libertarian,Craig Bowden,11
Duchesne,RO52,U.S. House,1,Independent,Chadwick Fairbanks,2
Duchesne,RO52,U.S. House,1,Democratic,Peter Clemens,23
Duchesne,RO62,U.S. House,1,Republican,Rob Bishop,259
Duchesne,RO62,U.S. House,1,Libertarian,Craig Bowden,11
Duchesne,RO62,U.S. House,1,Independent,Chadwick Fairbanks,2
Duchesne,RO62,U.S. House,1,Democratic,Peter Clemens,26
Duchesne,RO71,U.S. House,1,Republican,Rob Bishop,187
Duchesne,RO71,U.S. House,1,Libertarian,Craig Bowden,8
Duchesne,RO71,U.S. House,1,Independent,Chadwick Fairbanks,4
Duchesne,RO71,U.S. House,1,Democratic,Peter Clemens,24
Duchesne,RO72,U.S. House,1,Republican,Rob Bishop,137
Duchesne,RO72,U.S. House,1,Libertarian,Craig Bowden,11
Duchesne,RO72,U.S. House,1,Independent,Chadwick Fairbanks,1
Duchesne,RO72,U.S. House,1,Democratic,Peter Clemens,21
Duchesne,RO81,U.S. House,1,Republican,Rob Bishop,211
Duchesne,RO81,U.S. House,1,Libertarian,Craig Bowden,12
Duchesne,RO81,U.S. House,1,Independent,Chadwick Fairbanks,1
Duchesne,RO81,U.S. House,1,Democratic,Peter Clemens,18
Duchesne,RO82,U.S. House,1,Republican,Rob Bishop,76
Duchesne,RO82,U.S. House,1,Libertarian,Craig Bowden,7
Duchesne,RO82,U.S. House,1,Independent,Chadwick Fairbanks,1
Duchesne,RO82,U.S. House,1,Democratic,Peter Clemens,19
Duchesne,RO91,U.S. House,1,Republican,Rob Bishop,3
Duchesne,RO91,U.S. House,1,Libertarian,Craig Bowden,0
Duchesne,RO91,U.S. House,1,Independent,Chadwick Fairbanks,0
Duchesne,RO91,U.S. House,1,Democratic,Peter Clemens,0
Duchesne,RO92,U.S. House,1,Republican,Rob Bishop,10
Duchesne,RO92,U.S. House,1,Libertarian,Craig Bowden,0
Duchesne,RO92,U.S. House,1,Independent,Chadwick Fairbanks,1
Duchesne,RO92,U.S. House,1,Democratic,Peter Clemens,0
Duchesne,TA11,U.S. House,1,Republican,Rob Bishop,195
Duchesne,TA11,U.S. House,1,Libertarian,Craig Bowden,7
Duchesne,TA11,U.S. House,1,Independent,Chadwick Fairbanks,3
Duchesne,TA11,U.S. House,1,Democratic,Peter Clemens,19
Duchesne,TA12,U.S. House,1,Republican,Rob Bishop,44
Duchesne,TA12,U.S. House,1,Libertarian,Craig Bowden,3
Duchesne,TA12,U.S. House,1,Independent,Chadwick Fairbanks,5
Duchesne,TA12,U.S. House,1,Democratic,Peter Clemens,5
Duchesne,AL11,Governor,,Republican,Gary Herbert,258
Duchesne,AL11,Governor,,Independent,Dell Schanze,7
Duchesne,AL11,Governor,,Libertarian,Brian Kamerath,12
Duchesne,AL11,Governor,,Democratic,Mike Weinholtz,23
Duchesne,AL11,Governor,,,Write-In,0
Duchesne,AL12,Governor,,Republican,Gary Herbert,66
Duchesne,AL12,Governor,,Independent,Dell Schanze,1
Duchesne,AL12,Governor,,Libertarian,Brian Kamerath,1
Duchesne,AL12,Governor,,Democratic,Mike Weinholtz,4
Duchesne,AL12,Governor,,,Write-In,0
Duchesne,AR11,Governor,,Republican,Gary Herbert,106
Duchesne,AR11,Governor,,Independent,Dell Schanze,0
Duchesne,AR11,Governor,,Libertarian,Brian Kamerath,5
Duchesne,AR11,Governor,,Democratic,Mike Weinholtz,18
Duchesne,AR11,Governor,,,Write-In,0
Duchesne,BB11,Governor,,Republican,Gary Herbert,241
Duchesne,BB11,Governor,,Independent,Dell Schanze,9
Duchesne,BB11,Governor,,Libertarian,Brian Kamerath,6
Duchesne,BB11,Governor,,Democratic,Mike Weinholtz,21
Duchesne,BB11,Governor,,,Write-In,0
Duchesne,BB21,Governor,,Republican,Gary Herbert,104
Duchesne,BB21,Governor,,Independent,Dell Schanze,3
Duchesne,BB21,Governor,,Libertarian,Brian Kamerath,3
Duchesne,BB21,Governor,,Democratic,Mike Weinholtz,11
Duchesne,BB21,Governor,,,Write-In,0
Duchesne,CE11,Governor,,Republican,Gary Herbert,230
Duchesne,CE11,Governor,,Independent,Dell Schanze,4
Duchesne,CE11,Governor,,Libertarian,Brian Kamerath,13
Duchesne,CE11,Governor,,Democratic,Mike Weinholtz,27
Duchesne,CE11,Governor,,,Write-In,0
Duchesne,DU11,Governor,,Republican,Gary Herbert,215
Duchesne,DU11,Governor,,Independent,Dell Schanze,10
Duchesne,DU11,Governor,,Libertarian,Brian Kamerath,6
Duchesne,DU11,Governor,,Democratic,Mike Weinholtz,24
Duchesne,DU11,Governor,,,Write-In,1
Duchesne,DU12,Governor,,Republican,Gary Herbert,237
Duchesne,DU12,Governor,,Independent,Dell Schanze,6
Duchesne,DU12,Governor,,Libertarian,Brian Kamerath,10
Duchesne,DU12,Governor,,Democratic,Mike Weinholtz,23
Duchesne,DU12,Governor,,,Write-In,0
Duchesne,DU21,Governor,,Republican,Gary Herbert,177
Duchesne,DU21,Governor,,Independent,Dell Schanze,6
Duchesne,DU21,Governor,,Libertarian,Brian Kamerath,9
Duchesne,DU21,Governor,,Democratic,Mike Weinholtz,29
Duchesne,DU21,Governor,,,Write-In,1
Duchesne,DU22,Governor,,Republican,Gary Herbert,277
Duchesne,DU22,Governor,,Independent,Dell Schanze,15
Duchesne,DU22,Governor,,Libertarian,Brian Kamerath,8
Duchesne,DU22,Governor,,Democratic,Mike Weinholtz,24
Duchesne,DU22,Governor,,,Write-In,2
Duchesne,FR11,Governor,,Republican,Gary Herbert,133
Duchesne,FR11,Governor,,Independent,Dell Schanze,10
Duchesne,FR11,Governor,,Libertarian,Brian Kamerath,7
Duchesne,FR11,Governor,,Democratic,Mike Weinholtz,56
Duchesne,FR11,Governor,,,Write-In,2
Duchesne,FR21,Governor,,Republican,Gary Herbert,48
Duchesne,FR21,Governor,,Independent,Dell Schanze,2
Duchesne,FR21,Governor,,Libertarian,Brian Kamerath,2
Duchesne,FR21,Governor,,Democratic,Mike Weinholtz,13
Duchesne,FR21,Governor,,,Write-In,0
Duchesne,MH11,Governor,,Republican,Gary Herbert,365
Duchesne,MH11,Governor,,Independent,Dell Schanze,6
Duchesne,MH11,Governor,,Libertarian,Brian Kamerath,14
Duchesne,MH11,Governor,,Democratic,Mike Weinholtz,40
Duchesne,MH11,Governor,,,Write-In,0
Duchesne,MY11,Governor,,Republican,Gary Herbert,171
Duchesne,MY11,Governor,,Independent,Dell Schanze,7
Duchesne,MY11,Governor,,Libertarian,Brian Kamerath,3
Duchesne,MY11,Governor,,Democratic,Mike Weinholtz,27
Duchesne,MY11,Governor,,,Write-In,2
Duchesne,MY12,Governor,,Republican,Gary Herbert,112
Duchesne,MY12,Governor,,Independent,Dell Schanze,0
Duchesne,MY12,Governor,,Libertarian,Brian Kamerath,2
Duchesne,MY12,Governor,,Democratic,Mike Weinholtz,20
Duchesne,MY12,Governor,,,Write-In,1
Duchesne,NE11,Governor,,Republican,Gary Herbert,238
Duchesne,NE11,Governor,,Independent,Dell Schanze,6
Duchesne,NE11,Governor,,Libertarian,Brian Kamerath,4
Duchesne,NE11,Governor,,Democratic,Mike Weinholtz,22
Duchesne,NE11,Governor,,,Write-In,0
Duchesne,NE21,Governor,,Republican,Gary Herbert,209
Duchesne,NE21,Governor,,Independent,Dell Schanze,2
Duchesne,NE21,Governor,,Libertarian,Brian Kamerath,11
Duchesne,NE21,Governor,,Democratic,Mike Weinholtz,29
Duchesne,NE21,Governor,,,Write-In,0
Duchesne,RO12,Governor,,Republican,Gary Herbert,153
Duchesne,RO12,Governor,,Independent,Dell Schanze,0
Duchesne,RO12,Governor,,Libertarian,Brian Kamerath,10
Duchesne,RO12,Governor,,Democratic,Mike Weinholtz,34
Duchesne,RO12,Governor,,,Write-In,0
Duchesne,RO21,Governor,,Republican,Gary Herbert,35
Duchesne,RO21,Governor,,Independent,Dell Schanze,0
Duchesne,RO21,Governor,,Libertarian,Brian Kamerath,0
Duchesne,RO21,Governor,,Democratic,Mike Weinholtz,2
Duchesne,RO21,Governor,,,Write-In,0
Duchesne,RO22,Governor,,Republican,Gary Herbert,297
Duchesne,RO22,Governor,,Independent,Dell Schanze,3
Duchesne,RO22,Governor,,Libertarian,Brian Kamerath,12
Duchesne,RO22,Governor,,Democratic,Mike Weinholtz,32
Duchesne,RO22,Governor,,,Write-In,0
Duchesne,RO32,Governor,,Republican,Gary Herbert,158
Duchesne,RO32,Governor,,Independent,Dell Schanze,7
Duchesne,RO32,Governor,,Libertarian,Brian Kamerath,8
Duchesne,RO32,Governor,,Democratic,Mike Weinholtz,33
Duchesne,RO32,Governor,,,Write-In,0
Duchesne,RO41,Governor,,Republican,Gary Herbert,325
Duchesne,RO41,Governor,,Independent,Dell Schanze,5
Duchesne,RO41,Governor,,Libertarian,Brian Kamerath,12
Duchesne,RO41,Governor,,Democratic,Mike Weinholtz,27
Duchesne,RO41,Governor,,,Write-In,1
Duchesne,RO42,Governor,,Republican,Gary Herbert,155
Duchesne,RO42,Governor,,Independent,Dell Schanze,4
Duchesne,RO42,Governor,,Libertarian,Brian Kamerath,6
Duchesne,RO42,Governor,,Democratic,Mike Weinholtz,14
Duchesne,RO42,Governor,,,Write-In,2
Duchesne,RO51,Governor,,Republican,Gary Herbert,128
Duchesne,RO51,Governor,,Independent,Dell Schanze,1
Duchesne,RO51,Governor,,Libertarian,Brian Kamerath,5
Duchesne,RO51,Governor,,Democratic,Mike Weinholtz,14
Duchesne,RO51,Governor,,,Write-In,0
Duchesne,RO52,Governor,,Republican,Gary Herbert,263
Duchesne,RO52,Governor,,Independent,Dell Schanze,3
Duchesne,RO52,Governor,,Libertarian,Brian Kamerath,10
Duchesne,RO52,Governor,,Democratic,Mike Weinholtz,15
Duchesne,RO52,Governor,,,Write-In,1
Duchesne,RO62,Governor,,Republican,Gary Herbert,266
Duchesne,RO62,Governor,,Independent,Dell Schanze,3
Duchesne,RO62,Governor,,Libertarian,Brian Kamerath,6
Duchesne,RO62,Governor,,Democratic,Mike Weinholtz,20
Duchesne,RO62,Governor,,,Write-In,0
Duchesne,RO71,Governor,,Republican,Gary Herbert,182
Duchesne,RO71,Governor,,Independent,Dell Schanze,10
Duchesne,RO71,Governor,,Libertarian,Brian Kamerath,4
Duchesne,RO71,Governor,,Democratic,Mike Weinholtz,31
Duchesne,RO71,Governor,,,Write-In,0
Duchesne,RO72,Governor,,Republican,Gary Herbert,144
Duchesne,RO72,Governor,,Independent,Dell Schanze,2
Duchesne,RO72,Governor,,Libertarian,Brian Kamerath,8
Duchesne,RO72,Governor,,Democratic,Mike Weinholtz,16
Duchesne,RO72,Governor,,,Write-In,0
Duchesne,RO81,Governor,,Republican,Gary Herbert,207
Duchesne,RO81,Governor,,Independent,Dell Schanze,5
Duchesne,RO81,Governor,,Libertarian,Brian Kamerath,16
Duchesne,RO81,Governor,,Democratic,Mike Weinholtz,18
Duchesne,RO81,Governor,,,Write-In,1
Duchesne,RO82,Governor,,Republican,Gary Herbert,80
Duchesne,RO82,Governor,,Independent,Dell Schanze,3
Duchesne,RO82,Governor,,Libertarian,Brian Kamerath,4
Duchesne,RO82,Governor,,Democratic,Mike Weinholtz,18
Duchesne,RO82,Governor,,,Write-In,0
Duchesne,RO91,Governor,,Republican,Gary Herbert,3
Duchesne,RO91,Governor,,Independent,Dell Schanze,0
Duchesne,RO91,Governor,,Libertarian,Brian Kamerath,0
Duchesne,RO91,Governor,,Democratic,Mike Weinholtz,0
Duchesne,RO91,Governor,,,Write-In,0
Duchesne,RO92,Governor,,Republican,Gary Herbert,12
Duchesne,RO92,Governor,,Independent,Dell Schanze,0
Duchesne,RO92,Governor,,Libertarian,Brian Kamerath,0
Duchesne,RO92,Governor,,Democratic,Mike Weinholtz,0
Duchesne,RO92,Governor,,,Write-In,0
Duchesne,TA11,Governor,,Republican,Gary Herbert,195
Duchesne,TA11,Governor,,Independent,Dell Schanze,6
Duchesne,TA11,Governor,,Libertarian,Brian Kamerath,2
Duchesne,TA11,Governor,,Democratic,Mike Weinholtz,25
Duchesne,TA11,Governor,,,Write-In,0
Duchesne,TA12,Governor,,Republican,Gary Herbert,47
Duchesne,TA12,Governor,,Independent,Dell Schanze,5
Duchesne,TA12,Governor,,Libertarian,Brian Kamerath,0
Duchesne,TA12,Governor,,Democratic,Mike Weinholtz,5
Duchesne,TA12,Governor,,,Write-In,0
Duchesne,AL11,Attorney General,,Independent American,Michael Isbell,9
Duchesne,AL11,Attorney General,,Democratic,Jon Harper,15
Duchesne,AL11,Attorney General,,Republican,Sean Reyes,252
Duchesne,AL11,Attorney General,,Libertarian,W. Andrew McCullough,19
Duchesne,AL12,Attorney General,,Independent American,Michael Isbell,2
Duchesne,AL12,Attorney General,,Democratic,Jon Harper,4
Duchesne,AL12,Attorney General,,Republican,Sean Reyes,57
Duchesne,AL12,Attorney General,,Libertarian,W. Andrew McCullough,5
Duchesne,AR11,Attorney General,,Independent American,Michael Isbell,0
Duchesne,AR11,Attorney General,,Democratic,Jon Harper,11
Duchesne,AR11,Attorney General,,Republican,Sean Reyes,109
Duchesne,AR11,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,BB11,Attorney General,,Independent American,Michael Isbell,9
Duchesne,BB11,Attorney General,,Democratic,Jon Harper,20
Duchesne,BB11,Attorney General,,Republican,Sean Reyes,235
Duchesne,BB11,Attorney General,,Libertarian,W. Andrew McCullough,10
Duchesne,BB21,Attorney General,,Independent American,Michael Isbell,3
Duchesne,BB21,Attorney General,,Democratic,Jon Harper,8
Duchesne,BB21,Attorney General,,Republican,Sean Reyes,104
Duchesne,BB21,Attorney General,,Libertarian,W. Andrew McCullough,6
Duchesne,CE11,Attorney General,,Independent American,Michael Isbell,11
Duchesne,CE11,Attorney General,,Democratic,Jon Harper,24
Duchesne,CE11,Attorney General,,Republican,Sean Reyes,229
Duchesne,CE11,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,DU11,Attorney General,,Independent American,Michael Isbell,12
Duchesne,DU11,Attorney General,,Democratic,Jon Harper,17
Duchesne,DU11,Attorney General,,Republican,Sean Reyes,211
Duchesne,DU11,Attorney General,,Libertarian,W. Andrew McCullough,15
Duchesne,DU12,Attorney General,,Independent American,Michael Isbell,8
Duchesne,DU12,Attorney General,,Democratic,Jon Harper,19
Duchesne,DU12,Attorney General,,Republican,Sean Reyes,225
Duchesne,DU12,Attorney General,,Libertarian,W. Andrew McCullough,20
Duchesne,DU21,Attorney General,,Independent American,Michael Isbell,3
Duchesne,DU21,Attorney General,,Democratic,Jon Harper,30
Duchesne,DU21,Attorney General,,Republican,Sean Reyes,168
Duchesne,DU21,Attorney General,,Libertarian,W. Andrew McCullough,15
Duchesne,DU22,Attorney General,,Independent American,Michael Isbell,15
Duchesne,DU22,Attorney General,,Democratic,Jon Harper,16
Duchesne,DU22,Attorney General,,Republican,Sean Reyes,276
Duchesne,DU22,Attorney General,,Libertarian,W. Andrew McCullough,17
Duchesne,FR11,Attorney General,,Independent American,Michael Isbell,11
Duchesne,FR11,Attorney General,,Democratic,Jon Harper,47
Duchesne,FR11,Attorney General,,Republican,Sean Reyes,141
Duchesne,FR11,Attorney General,,Libertarian,W. Andrew McCullough,7
Duchesne,FR21,Attorney General,,Independent American,Michael Isbell,2
Duchesne,FR21,Attorney General,,Democratic,Jon Harper,13
Duchesne,FR21,Attorney General,,Republican,Sean Reyes,47
Duchesne,FR21,Attorney General,,Libertarian,W. Andrew McCullough,3
Duchesne,MH11,Attorney General,,Independent American,Michael Isbell,8
Duchesne,MH11,Attorney General,,Democratic,Jon Harper,39
Duchesne,MH11,Attorney General,,Republican,Sean Reyes,353
Duchesne,MH11,Attorney General,,Libertarian,W. Andrew McCullough,12
Duchesne,MY11,Attorney General,,Independent American,Michael Isbell,2
Duchesne,MY11,Attorney General,,Democratic,Jon Harper,16
Duchesne,MY11,Attorney General,,Republican,Sean Reyes,180
Duchesne,MY11,Attorney General,,Libertarian,W. Andrew McCullough,10
Duchesne,MY12,Attorney General,,Independent American,Michael Isbell,0
Duchesne,MY12,Attorney General,,Democratic,Jon Harper,15
Duchesne,MY12,Attorney General,,Republican,Sean Reyes,104
Duchesne,MY12,Attorney General,,Libertarian,W. Andrew McCullough,15
Duchesne,NE11,Attorney General,,Independent American,Michael Isbell,7
Duchesne,NE11,Attorney General,,Democratic,Jon Harper,18
Duchesne,NE11,Attorney General,,Republican,Sean Reyes,230
Duchesne,NE11,Attorney General,,Libertarian,W. Andrew McCullough,11
Duchesne,NE21,Attorney General,,Independent American,Michael Isbell,7
Duchesne,NE21,Attorney General,,Democratic,Jon Harper,26
Duchesne,NE21,Attorney General,,Republican,Sean Reyes,213
Duchesne,NE21,Attorney General,,Libertarian,W. Andrew McCullough,6
Duchesne,RO12,Attorney General,,Independent American,Michael Isbell,2
Duchesne,RO12,Attorney General,,Democratic,Jon Harper,28
Duchesne,RO12,Attorney General,,Republican,Sean Reyes,148
Duchesne,RO12,Attorney General,,Libertarian,W. Andrew McCullough,16
Duchesne,RO21,Attorney General,,Independent American,Michael Isbell,1
Duchesne,RO21,Attorney General,,Democratic,Jon Harper,1
Duchesne,RO21,Attorney General,,Republican,Sean Reyes,33
Duchesne,RO21,Attorney General,,Libertarian,W. Andrew McCullough,2
Duchesne,RO22,Attorney General,,Independent American,Michael Isbell,7
Duchesne,RO22,Attorney General,,Democratic,Jon Harper,32
Duchesne,RO22,Attorney General,,Republican,Sean Reyes,287
Duchesne,RO22,Attorney General,,Libertarian,W. Andrew McCullough,14
Duchesne,RO32,Attorney General,,Independent American,Michael Isbell,14
Duchesne,RO32,Attorney General,,Democratic,Jon Harper,27
Duchesne,RO32,Attorney General,,Republican,Sean Reyes,150
Duchesne,RO32,Attorney General,,Libertarian,W. Andrew McCullough,14
Duchesne,RO41,Attorney General,,Independent American,Michael Isbell,6
Duchesne,RO41,Attorney General,,Democratic,Jon Harper,24
Duchesne,RO41,Attorney General,,Republican,Sean Reyes,328
Duchesne,RO41,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,RO42,Attorney General,,Independent American,Michael Isbell,4
Duchesne,RO42,Attorney General,,Democratic,Jon Harper,16
Duchesne,RO42,Attorney General,,Republican,Sean Reyes,150
Duchesne,RO42,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,RO51,Attorney General,,Independent American,Michael Isbell,3
Duchesne,RO51,Attorney General,,Democratic,Jon Harper,11
Duchesne,RO51,Attorney General,,Republican,Sean Reyes,127
Duchesne,RO51,Attorney General,,Libertarian,W. Andrew McCullough,4
Duchesne,RO52,Attorney General,,Independent American,Michael Isbell,6
Duchesne,RO52,Attorney General,,Democratic,Jon Harper,10
Duchesne,RO52,Attorney General,,Republican,Sean Reyes,262
Duchesne,RO52,Attorney General,,Libertarian,W. Andrew McCullough,12
Duchesne,RO62,Attorney General,,Independent American,Michael Isbell,2
Duchesne,RO62,Attorney General,,Democratic,Jon Harper,24
Duchesne,RO62,Attorney General,,Republican,Sean Reyes,263
Duchesne,RO62,Attorney General,,Libertarian,W. Andrew McCullough,8
Duchesne,RO71,Attorney General,,Independent American,Michael Isbell,8
Duchesne,RO71,Attorney General,,Democratic,Jon Harper,25
Duchesne,RO71,Attorney General,,Republican,Sean Reyes,181
Duchesne,RO71,Attorney General,,Libertarian,W. Andrew McCullough,9
Duchesne,RO72,Attorney General,,Independent American,Michael Isbell,3
Duchesne,RO72,Attorney General,,Democratic,Jon Harper,14
Duchesne,RO72,Attorney General,,Republican,Sean Reyes,137
